"labelsvec","datasetsd"
"tGravityAccMag-energy()","0.280319315848312"
"tGravityAccMag-iqr()","0.314228061627684"
"tGravityAccMag-entropy()","0.669369329035053"
"tGravityAccMag-arCoeff()1","0.290437140089988"
"tGravityAccMag-arCoeff()2","0.234723767961185"
"tGravityAccMag-arCoeff()3","0.253225342133015"
"tGravityAccMag-arCoeff()4","0.263116394394965"
"tBodyAccJerkMag-mean()","0.389494205866934"
"tBodyAccJerkMag-std()","0.41722133114306"
"tBodyAccJerkMag-mad()","0.397542367567997"
"tBodyAccJerkMag-max()","0.403500090985516"
"tBodyAccJerkMag-min()","0.255703265065146"
"tBodyAccJerkMag-sma()","0.389494205866934"
"tBodyAccJerkMag-energy()","0.205787700477637"
"tBodyAccJerkMag-iqr()","0.34308333832944"
"tBodyAccJerkMag-entropy()","0.7239171315296"
"tBodyAccJerkMag-arCoeff()1","0.243614836418721"
"tBodyAccJerkMag-arCoeff()2","0.244578662918016"
"tBodyAccJerkMag-arCoeff()3","0.240887779922534"
"tBodyAccJerkMag-arCoeff()4","0.259900232474336"
"tBodyGyroMag-mean()","0.399709556285823"
"tBodyGyroMag-std()","0.349224601712275"
"tBodyGyroMag-mad()","0.381097604567272"
"tBodyGyroMag-max()","0.318988506908617"
"tBodyGyroMag-min()","0.312645474311408"
"tBodyGyroMag-sma()","0.399709556285823"
"tBodyGyroMag-energy()","0.220879983833568"
"tBodyGyroMag-iqr()","0.359986445987273"
"tBodyGyroMag-entropy()","0.481818402119967"
"tBodyGyroMag-arCoeff()1","0.297265770100673"
"tBodyGyroMag-arCoeff()2","0.26685852475057"
"tBodyGyroMag-arCoeff()3","0.251525373304158"
"tBodyGyroMag-arCoeff()4","0.250833164614575"
"tBodyGyroJerkMag-mean()","0.276514503019"
"tBodyGyroJerkMag-std()","0.271590190956826"
"tBodyGyroJerkMag-mad()","0.250703428717846"
"tBodyGyroJerkMag-max()","0.26789628467638"
"tBodyGyroJerkMag-min()","0.247797541995129"
"tBodyGyroJerkMag-sma()","0.276514503019"
"tBodyGyroJerkMag-energy()","0.121024928301067"
"tBodyGyroJerkMag-iqr()","0.23134834742446"
"tBodyGyroJerkMag-entropy()","0.69243555001149"
"tBodyGyroJerkMag-arCoeff()1","0.239628689635589"
"tBodyGyroJerkMag-arCoeff()2","0.209169775053572"
"tBodyGyroJerkMag-arCoeff()3","0.2286080031675"
"tBodyGyroJerkMag-arCoeff()4","0.250721420188767"
"fBodyAcc-mean()-X","0.420794621128506"
"fBodyAcc-mean()-Y","0.481681850416162"
"fBodyAcc-mean()-Z","0.358853083334195"
"fBodyAcc-std()-X","0.446792819087921"
"fBodyAcc-std()-Y","0.479924986365809"
"fBodyAcc-std()-Z","0.398973184544622"
"fBodyAcc-mad()-X","0.457337669712656"
"fBodyAcc-mad()-Y","0.496560951901915"
"fBodyAcc-mad()-Z","0.389521715735304"
"fBodyAcc-max()-X","0.405419287323588"
"fBodyAcc-max()-Y","0.353696003322966"
"fBodyAcc-max()-Z","0.389762184679926"
"fBodyAcc-min()-X","0.227079686856958"
"fBodyAcc-min()-Y","0.179749718000523"
"fBodyAcc-min()-Z","0.129492746443668"
"fBodyAcc-sma()","0.471733762538129"
"fBodyAcc-energy()-X","0.246980411760048"
"fBodyAcc-energy()-Y","0.313578753739048"
"fBodyAcc-energy()-Z","0.226483946924008"
"fBodyAcc-iqr()-X","0.399048161548694"
"fBodyAcc-iqr()-Y","0.391039311909653"
"fBodyAcc-iqr()-Z","0.290376691529323"
"fBodyAcc-entropy()-X","0.722956285792099"
"fBodyAcc-entropy()-Y","0.666176279253215"
"fBodyAcc-entropy()-Z","0.611046615844168"
"fBodyAcc-maxInds-X","0.265433351778418"
"fBodyAcc-maxInds-Y","0.242632780780214"
"fBodyAcc-maxInds-Z","0.239720774286384"
"fBodyAcc-meanFreq()-X","0.26458578361303"
"fBodyAcc-meanFreq()-Y","0.240846041776942"
"fBodyAcc-meanFreq()-Z","0.283784833517026"
"fBodyAcc-skewness()-X","0.400580462118842"
"fBodyAcc-kurtosis()-X","0.440957159611545"
"fBodyAcc-skewness()-Y","0.356135668734044"
"fBodyAcc-kurtosis()-Y","0.385358607024831"
"fBodyAcc-skewness()-Z","0.401418653141027"
"fBodyAcc-kurtosis()-Z","0.411509518646186"
"fBodyAcc-bandsEnergy()-1,8","0.268049244635717"
"fBodyAcc-bandsEnergy()-9,16","0.175574546490452"
"fBodyAcc-bandsEnergy()-17,24","0.22595659316272"
"fBodyAcc-bandsEnergy()-25,32","0.182374943556856"
"fBodyAcc-bandsEnergy()-33,40","0.141754856477116"
"fBodyAcc-bandsEnergy()-41,48","0.149452424812787"
"fBodyAcc-bandsEnergy()-49,56","0.102352025955512"
"fBodyAcc-bandsEnergy()-57,64","0.117410503838339"
"fBodyAcc-bandsEnergy()-1,16","0.256918197777235"
"fBodyAcc-bandsEnergy()-17,32","0.239033840793416"
"fBodyAcc-bandsEnergy()-33,48","0.139667995517364"
"fBodyAcc-bandsEnergy()-49,64","0.103752222057419"
"fBodyAcc-bandsEnergy()-1,24","0.249922838370191"
"fBodyAcc-bandsEnergy()-25,48","0.18954740456241"
"fBodyAcc-bandsEnergy()-1,8","0.274178685867271"
"fBodyAcc-bandsEnergy()-9,16","0.238813413300957"
"fBodyAcc-bandsEnergy()-17,24","0.219065930015435"
"fBodyAcc-bandsEnergy()-25,32","0.164341036307951"
"fBodyAcc-bandsEnergy()-33,40","0.172672984033912"
"fBodyAcc-bandsEnergy()-41,48","0.188237923526611"
"fBodyAcc-bandsEnergy()-49,56","0.169896071522117"
"fBodyAcc-bandsEnergy()-57,64","0.13103197497212"
"fBodyAcc-bandsEnergy()-1,16","0.308334004678804"
"fBodyAcc-bandsEnergy()-17,32","0.250317585417165"
"fBodyAcc-bandsEnergy()-33,48","0.190630748271994"
"fBodyAcc-bandsEnergy()-49,64","0.151736876386971"
"fBodyAcc-bandsEnergy()-1,24","0.310965222381449"
"fBodyAcc-bandsEnergy()-25,48","0.173615836096987"
"fBodyAcc-bandsEnergy()-1,8","0.215748031314188"
"fBodyAcc-bandsEnergy()-9,16","0.174639068481919"
"fBodyAcc-bandsEnergy()-17,24","0.14404687855254"
"fBodyAcc-bandsEnergy()-25,32","0.0803364672488173"
"fBodyAcc-bandsEnergy()-33,40","0.076903193326432"
"fBodyAcc-bandsEnergy()-41,48","0.117720784383582"
"fBodyAcc-bandsEnergy()-49,56","0.110637406236543"
"fBodyAcc-bandsEnergy()-57,64","0.115216812662224"
"fBodyAcc-bandsEnergy()-1,16","0.21224469908759"
"fBodyAcc-bandsEnergy()-17,32","0.115957814265742"
"fBodyAcc-bandsEnergy()-33,48","0.0896102432927307"
"fBodyAcc-bandsEnergy()-49,64","0.106678350264701"
"fBodyAcc-bandsEnergy()-1,24","0.222605242699118"
"fBodyAcc-bandsEnergy()-25,48","0.0804755822139265"
"fBodyAccJerk-mean()-X","0.389994623739824"
"fBodyAccJerk-mean()-Y","0.407300107685122"
"fBodyAccJerk-mean()-Z","0.297708213609458"
"fBodyAccJerk-std()-X","0.393291807713421"
"fBodyAccJerk-std()-Y","0.433524948432751"
"fBodyAccJerk-std()-Z","0.259543592492186"
"fBodyAccJerk-mad()-X","0.459876681184327"
"fBodyAccJerk-mad()-Y","0.417987786054582"
"fBodyAccJerk-mad()-Z","0.276595859686707"
"fBodyAccJerk-max()-X","0.33839151424544"
"fBodyAccJerk-max()-Y","0.364272710188163"
"fBodyAccJerk-max()-Z","0.24323758161474"
"fBodyAccJerk-min()-X","0.186986004991425"
"fBodyAccJerk-min()-Y","0.213510827826676"
"fBodyAccJerk-min()-Z","0.178537995797941"
"fBodyAccJerk-sma()","0.421120867227454"
"fBodyAccJerk-energy()-X","0.215064757588632"
"fBodyAccJerk-energy()-Y","0.242949051905427"
"fBodyAccJerk-energy()-Z","0.117907135682107"
"fBodyAccJerk-iqr()-X","0.422059257571598"
"fBodyAccJerk-iqr()-Y","0.312254345464676"
"fBodyAccJerk-iqr()-Z","0.266964477046026"
"fBodyAccJerk-entropy()-X","0.749480051999786"
"fBodyAccJerk-entropy()-Y","0.734307330277739"
"fBodyAccJerk-entropy()-Z","0.638714670479462"
"fBodyAccJerk-maxInds-X","0.321560408826187"
"fBodyAccJerk-maxInds-Y","0.26538615069277"
"fBodyAccJerk-maxInds-Z","0.293475980123875"
"fBodyAccJerk-meanFreq()-X","0.295541570708683"
"fBodyAccJerk-meanFreq()-Y","0.272186281568714"
"fBodyAccJerk-meanFreq()-Z","0.273353750555325"
"fBodyAccJerk-skewness()-X","0.256424716506151"
"fBodyAccJerk-kurtosis()-X","0.209276176460826"
"fBodyAccJerk-skewness()-Y","0.187970292590387"
"fBodyAccJerk-kurtosis()-Y","0.140864045918551"
"fBodyAccJerk-skewness()-Z","0.198982496230555"
"fBodyAccJerk-kurtosis()-Z","0.150041336233416"
"fBodyAccJerk-bandsEnergy()-1,8","0.210159728411967"
"fBodyAccJerk-bandsEnergy()-9,16","0.173441850115206"
"fBodyAccJerk-bandsEnergy()-17,24","0.203859625365095"
"fBodyAccJerk-bandsEnergy()-25,32","0.179703936239465"
"fBodyAccJerk-bandsEnergy()-33,40","0.132048068737038"
"fBodyAccJerk-bandsEnergy()-41,48","0.16386748098724"
"fBodyAccJerk-bandsEnergy()-49,56","0.100975670348718"
"fBodyAccJerk-bandsEnergy()-57,64","0.053589232441562"
"fBodyAccJerk-bandsEnergy()-1,16","0.193510476008809"
"fBodyAccJerk-bandsEnergy()-17,32","0.229737319603009"
"fBodyAccJerk-bandsEnergy()-33,48","0.149855370434001"
"fBodyAccJerk-bandsEnergy()-49,64","0.104611518870946"
"fBodyAccJerk-bandsEnergy()-1,24","0.219708658663897"
"fBodyAccJerk-bandsEnergy()-25,48","0.223505755197464"
"fBodyAccJerk-bandsEnergy()-1,8","0.235633271098475"
"fBodyAccJerk-bandsEnergy()-9,16","0.206656029104265"
"fBodyAccJerk-bandsEnergy()-17,24","0.256768369805505"
"fBodyAccJerk-bandsEnergy()-25,32","0.156802776108176"
"fBodyAccJerk-bandsEnergy()-33,40","0.143971845567544"
"fBodyAccJerk-bandsEnergy()-41,48","0.198954153710434"
"fBodyAccJerk-bandsEnergy()-49,56","0.129201377171905"
"fBodyAccJerk-bandsEnergy()-57,64","0.0906650015170386"
"fBodyAccJerk-bandsEnergy()-1,16","0.232146250342395"
"fBodyAccJerk-bandsEnergy()-17,32","0.250295458528637"
"fBodyAccJerk-bandsEnergy()-33,48","0.193081212276652"
"fBodyAccJerk-bandsEnergy()-49,64","0.118941819877"
"fBodyAccJerk-bandsEnergy()-1,24","0.265377631323359"
"fBodyAccJerk-bandsEnergy()-25,48","0.165431499602026"
"fBodyAccJerk-bandsEnergy()-1,8","0.165459796380376"
"fBodyAccJerk-bandsEnergy()-9,16","0.177107218919471"
"fBodyAccJerk-bandsEnergy()-17,24","0.132398742859757"
"fBodyAccJerk-bandsEnergy()-25,32","0.0787331275352266"
"fBodyAccJerk-bandsEnergy()-33,40","0.0730380800811237"
"fBodyAccJerk-bandsEnergy()-41,48","0.112439428026896"
"fBodyAccJerk-bandsEnergy()-49,56","0.13117808434355"
"fBodyAccJerk-bandsEnergy()-57,64","0.0972187106134915"
"fBodyAccJerk-bandsEnergy()-1,16","0.198387286910566"
"fBodyAccJerk-bandsEnergy()-17,32","0.101312769525298"
"fBodyAccJerk-bandsEnergy()-33,48","0.0865245029981638"
"fBodyAccJerk-bandsEnergy()-49,64","0.130528200553582"
"fBodyAccJerk-bandsEnergy()-1,24","0.167874640579823"
"fBodyAccJerk-bandsEnergy()-25,48","0.0793404915116891"
"fBodyGyro-mean()-X","0.35149842860383"
"fBodyGyro-mean()-Y","0.335665288148602"
"fBodyGyro-mean()-Z","0.382019381474912"
"fBodyGyro-std()-X","0.285773041831007"
"fBodyGyro-std()-Y","0.369664683490479"
"fBodyGyro-std()-Z","0.337310154388265"
"fBodyGyro-mad()-X","0.334022753157914"
"fBodyGyro-mad()-Y","0.32628851189349"
"fBodyGyro-mad()-Z","0.385639083243026"
"fBodyGyro-max()-X","0.304433559962101"
"fBodyGyro-max()-Y","0.325768167737756"
"fBodyGyro-max()-Z","0.273909675991323"
"fBodyGyro-min()-X","0.112675491245684"
"fBodyGyro-min()-Y","0.157581004635125"
"fBodyGyro-min()-Z","0.139114521908254"
"fBodyGyro-sma()","0.361762900583574"
"fBodyGyro-energy()-X","0.129549071538404"
"fBodyGyro-energy()-Y","0.191278364136744"
"fBodyGyro-energy()-Z","0.198728315232591"
"fBodyGyro-iqr()-X","0.335876249577311"
"fBodyGyro-iqr()-Y","0.30488215485462"
"fBodyGyro-iqr()-Z","0.351986599336245"
"fBodyGyro-entropy()-X","0.609627820121798"
"fBodyGyro-entropy()-Y","0.609899015437994"
"fBodyGyro-entropy()-Z","0.602717795235957"
"fBodyGyro-maxInds-X","0.193081524329328"
"fBodyGyro-maxInds-Y","0.28912979982835"
"fBodyGyro-maxInds-Z","0.233728589060405"
"fBodyGyro-meanFreq()-X","0.255888865648293"
"fBodyGyro-meanFreq()-Y","0.273333251651214"
"fBodyGyro-meanFreq()-Z","0.266192798184612"
"fBodyGyro-skewness()-X","0.322408327764855"
"fBodyGyro-kurtosis()-X","0.339031817940844"
"fBodyGyro-skewness()-Y","0.347340882147722"
"fBodyGyro-kurtosis()-Y","0.377172839256781"
"fBodyGyro-skewness()-Z","0.33070591239678"
"fBodyGyro-kurtosis()-Z","0.345792335805266"
"fBodyGyro-bandsEnergy()-1,8","0.117050166241252"
"fBodyGyro-bandsEnergy()-9,16","0.156586990532879"
"fBodyGyro-bandsEnergy()-17,24","0.137934698315399"
"fBodyGyro-bandsEnergy()-25,32","0.0832768868954113"
"fBodyGyro-bandsEnergy()-33,40","0.105145654873261"
"fBodyGyro-bandsEnergy()-41,48","0.0917876001614149"
"fBodyGyro-bandsEnergy()-49,56","0.0806289716305445"
"fBodyGyro-bandsEnergy()-57,64","0.0715991854815989"
"fBodyGyro-bandsEnergy()-1,16","0.125095415052345"
"fBodyGyro-bandsEnergy()-17,32","0.138346132310254"
"fBodyGyro-bandsEnergy()-33,48","0.106487826592203"
"fBodyGyro-bandsEnergy()-49,64","0.0750122998193636"
"fBodyGyro-bandsEnergy()-1,24","0.127866826466603"
"fBodyGyro-bandsEnergy()-25,48","0.0880037807798289"
"fBodyGyro-bandsEnergy()-1,8","0.218269758113323"
"fBodyGyro-bandsEnergy()-9,16","0.100732071083335"
"fBodyGyro-bandsEnergy()-17,24","0.112328501031548"
"fBodyGyro-bandsEnergy()-25,32","0.0848003683757273"
"fBodyGyro-bandsEnergy()-33,40","0.058389179037881"
"fBodyGyro-bandsEnergy()-41,48","0.0949813153055177"
"fBodyGyro-bandsEnergy()-49,56","0.111425293426246"
"fBodyGyro-bandsEnergy()-57,64","0.0762033360207664"
"fBodyGyro-bandsEnergy()-1,16","0.185505854494349"
"fBodyGyro-bandsEnergy()-17,32","0.12421762246324"
"fBodyGyro-bandsEnergy()-33,48","0.0647071667108292"
"fBodyGyro-bandsEnergy()-49,64","0.105094399379596"
"fBodyGyro-bandsEnergy()-1,24","0.202496429930441"
"fBodyGyro-bandsEnergy()-25,48","0.0828893507646022"
"fBodyGyro-bandsEnergy()-1,8","0.169896427151443"
"fBodyGyro-bandsEnergy()-9,16","0.132583831801971"
"fBodyGyro-bandsEnergy()-17,24","0.135874536594347"
"fBodyGyro-bandsEnergy()-25,32","0.0759293525540237"
"fBodyGyro-bandsEnergy()-33,40","0.0660096362987472"
"fBodyGyro-bandsEnergy()-41,48","0.0798383952409975"
"fBodyGyro-bandsEnergy()-49,56","0.104517019798192"
"fBodyGyro-bandsEnergy()-57,64","0.0918926059360425"
"fBodyGyro-bandsEnergy()-1,16","0.187208471302937"
"fBodyGyro-bandsEnergy()-17,32","0.157757259712502"
"fBodyGyro-bandsEnergy()-33,48","0.0680138359500029"
"fBodyGyro-bandsEnergy()-49,64","0.0959527531485071"
